Product Name,Product Price,Product Rating,Number of Reviews,Product Units Sold,Product Category,Product URL,Product Image URL
"1/4Pcs Halloween Gifts Supplies Shower Curtain Set, Waterproof Shower Curtain With 12 Hooks, Bathroom Rug, Toilet U-Shape Mat, Toilet Lid Cover Pad, Bathroom Decor, Shower Curtain Sets For Bathrooms, 71x71 In",12.48,4.8,6709,1.4K+,,https://www.temu.com/1-4pcs-halloween-gifts-supplies-shower-curtain-set-waterproof-shower-curtain-with-12-hooks-bathroom-rug-toilet-u-shape-mat-toilet-lid-cover-pad-bathroom-decor-shower-curtain-sets-for-bathrooms-71x71-in-g-601099522175208.html,https://img.kwcdn.com/product/open/2023-07-30/1690696778572-d73e39b47b674b0c92f5432e7bcac1b1-goods.jpeg?imageView2/2/w/500/q/80/format/webp
"Simple Solid Satin Nightdress, Elegant V-neck Side Split Spaghetti Strap Sleep Dress, Women's Sleepwear & Dresses",4.49,4.7,44824,6K+,,https://www.temu.com/simple-solid-satin-nightdress-elegant-v-neck-side-split-spaghetti-strap-sleep-dress-womens-sleepwear-dresses-g-601099518231028.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/fd6a33766af6868049e48e4c323f2b07.jpg?imageView2/2/w/500/q/80/format/webp
"1pc/5pcs Grip Strength Trainer, Hand Grip Exerciser With Adjustable Resistance 11-132 Lbs (5-60kg), Forearm Strengthener, Hand Exerciser For Muscle Building And Injury Recovery",3.47,4.8,5371,35K+,,https://www.temu.com/1pc-grip-strength-trainer-hand-grip-exerciser-strengthener-with-adjustable-resistance-11-132-lbs-5-60kg-forearm-strengthener-hand-exerciser-for-muscle-building-and-injury-recover-g-601099514032853.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/1880cffe0dd42c47689dc17859be4230.jpg?imageView2/2/w/500/q/80/format/webp
Toddler Girls Shawl Knit Cardigan Open Front Sweater Coat Casual & Versatile For Spring/ Fall,5.30,4.8,10833,9.1K+,Girls' Tops,https://www.temu.com/toddler-girls-shawl-knit-cardigan-open-front-sweater-coat-casual-versatile-for-spring-fall-g-601099520253358.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/6fb7a5ef0f4e8db0dfb9100a9303d6fd.jpg?imageView2/2/w/500/q/80/format/webp
Women's Winter Fleece Lined Thermal Hoodie With Pockets - Cozy And Stylish Sweatshirt For Cold Weather,13.99,4.6,9038,5.4K+,,https://www.temu.com/thermal-full-zip-hoodie-winter-fleece-lined-hooded-sweatshirt-with-pockets-womens-clothing-g-601099512749086.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/759fcae98b2a10815261a6b896cb32e7.jpg?imageView2/2/w/500/q/80/format/webp
1pc Arthritis Knee Pain Relief Brace with Infrared Heating Therapy for Rehabilitation Assistance and Recovery,11.64,4.6,5664,5.1K+,,https://www.temu.com/1pc-arthritis-support-brace-infrared-heating-therapy-knee-pad-rehabilitation-assistance-recovery-aid-arthritis-knee-pain-relief-g-601099517581513.html,https://img.kwcdn.com/product/open/2023-05-15/1684153523899-876ddffbeabf446f9e0cd48b53e8cbff-goods.jpeg?imageView2/2/w/500/q/80/format/webp
"Elegant Two-piece Dress Set, Crop Half Sleeve Top & Floral Print Tank Dress Outfits, Women's Clothing",16.19,4.7,14304,1.2K+,,https://www.temu.com/elegant-two-piece-dress-set-crop-half-sleeve-top-floral-print-tank-dress-outfits-womens-clothing-g-601099523342727.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/0ac672784570a6dcf0229e9387fca6c5.jpg?imageView2/2/w/500/q/80/format/webp
Miami Hip Hop Style Exquisite Bracelet & Necklace Set Unisex Jewelry Gift For Women Men,7.19,4.7,29565,11K+,,https://www.temu.com/miami-hip-hop-style-exquisite-bracelet-necklace-set-unisex-jewelry-gift-for-women-men-g-601099518392261.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/34f53b5ca8cc7ab3aecbfa13cf12998a.jpg?imageView2/2/w/500/q/80/format/webp
"Girls Kids Thickened Fleece Warm Leggings, Bowknot Cute Sweet Leggings, Children's Trendy Pantyhose Outfits For Winter",7.37,4.8,6157,4.1K+,,https://www.temu.com/girls-kids-thickened-fleece-warm-leggings-bowknot-cute-sweet-leggings-childrens-trendy-pantyhose-outfits-for-winter-g-601099522429361.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/ce09f80816f3f6bb58ee5b7a44a4fc34.jpg?imageView2/2/w/500/q/80/format/webp
"Women's Floral Print Canvas Shoes, Slip-on Round Toe Lightweight Casual Shoes, Women's Comfy Walking Flat Shoes",16.98,4.7,11502,46K+,,https://www.temu.com/womens-floral-print-canvas-shoes-slip-on-round-toe-lightweight-casual-shoes-womens-comfy-walking-flat-shoes-g-601099515408989.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/fbb92a6d025f747d589a74902aa5568b.jpg?imageView2/2/w/500/q/80/format/webp
2pcs Girls Cute Plaid Heart Graphic Long Sleeve Tee + Colorful Plaid Trousers Set For Lounge Vacation Outfit Clothes,7.79,4.9,15342,7.8K+,,https://www.temu.com/2pcs-girls-cute-plaid-heart-graphic-long-sleeve-tee-colorful-plaid-trousers-set-for-lounge-vacation-outfit-clothes-g-601099517991605.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/39290e577891ec65d54dea13d6e93af0.jpg?imageView2/2/w/500/q/80/format/webp
Satin Bonnet Silk Bonnet Adjustable Bonne For Sleeping Hair Bonnet With Tie Band Bonnets For Women Men,2.18,4.7,5507,44K+,Men's Hats & Caps,https://www.temu.com/satin-bonnet-silk-bonnet-adjustable-bonne-for-sleeping-hair-bonnet-with-tie-band-bonnets-for-women-men-g-601099515975527.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/91002fd7230faf44ae1634cf0d161af4.jpg?imageView2/2/w/500/q/80/format/webp
"Women's Christmas Pattern Canvas Shoes, Flat Lace Up Low Top Lightweight Shoes, Casual Walking Shoes",17.98,4.7,13211,9.5K+,,https://www.temu.com/womens-cartoon-print-canvas-shoes-flat-lace-up-low-top-shoes-casual-walking-shoes-g-601099513335059.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/72d536ec7b2ee2a114648640aadf1602.jpg?imageView2/2/w/500/q/80/format/webp
"Plus Size Casual Coat, Women's Plus Solid Velvet Long Sleeve Open Front Long Cardigan",19.54,4.7,7181,4.9K+,,https://www.temu.com/plus-size-casual-coat-womens-plus-solid-velvet-long-sleeve-open-front-long-cardigan-g-601099517708195.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/b7636264d60104e7ee6b9f86edfce15a.jpg?imageView2/2/w/500/q/80/format/webp
Men's Casual Cotton Slim Pants,20.57,4.7,16937,5.6K+,,https://www.temu.com/mens-casual-cotton-slim-pants-g-6017592186138980.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/3f477b66f602f3b3d6bc8f837f97b2a3.jpg?imageView2/2/w/500/q/80/format/webp
"1pc Scar Face Murder 2D Flat Acrylic Pendant, Car Rearview Mirror Decoration Pendant, Halloween Decoration, Bag & Key Chain Accessories",1.61,4.6,40700,11K+,Interior Accessories,https://www.temu.com/1pc-scar-face-murder-2d-flat-acrylic-pendant-car-rearview-mirror-decoration-pendant-halloween-decoration-bag-key-chain-accessories-g-601099523515115.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/3299aca0fc3002857b536efeb69c0a50.jpg?imageView2/2/w/500/q/80/format/webp
"Vintage Letter Print T-shirt, Crew Neck Short Sleeve Loose My Favorite Monsters Call Me Mom T-shirt, Women's Clothing",6.99,4.8,158470,25K+,,https://www.temu.com/vintage-letter-print-t-shirt-crew-neck-short-sleeve-loose-my-favorite-monsters-call-me-mom-t-shirt-womens-clothing-g-601099513629967.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/a893bc40209ab9dc97987811fb0986af.jpg?imageView2/2/w/500/q/80/format/webp
"1pc, Salad Cup, Salad Meal Shaker Cup, Plastic Healthy Salad Container Wih Fork, Salad Dressing Holder, Salad Cup For Picnic Lunch Breakfast, Kitchen Stuff, Kitchen Gadgets, Back To School Supplies 1000ml/33.8oz",2.27,4.7,6310,54K+,Travel & To-Go Drinkware,https://www.temu.com/1pc-salad-cup-salad-meal-shaker-cup-plastic-healthy-salad-container-wih-fork-salad-dressing-holder-salad-cup-for-picnic-lunch-breakfast-kitchen-stuff-kitchen-gadgets-1000ml-33-8oz-g-601099515124301.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/48ad3a85342d80a30a584eb28481ecb2.jpg?imageView2/2/w/500/q/80/format/webp
"1/3 Pcs Multifunctional Bathroom Wall Brush, Long Handle Detachable Household Floor Bathtub Brush, Ceramic Tile Sponge Cleaning Brush, Free Hook, Home Essential , Bathroom Tools",1.98,4.6,12559,31K+,,https://www.temu.com/1-3-pcs-multifunctional-bathroom-wall-brush-long-handle-detachable-household-floor-bathtub-brush-ceramic-tile-sponge-cleaning-brush-free-hook-home-essential-g-601099519194744.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/80ba8c2b5955a5c6810f9439b894b410.jpg?imageView2/2/w/500/q/80/format/webp
Autumn And Winter Warm Thickened Ear Protection Face Cold Protection Unisex Three-dimensional Washable Reusable Cycling Windproof Face Mask Breathable Hole Face Mask Face Cover Earflap 3-in-1,1.98,4.6,8489,10K+,Men's Earmuffs,https://www.temu.com/autumn-and-winter-warm-thickened-ear-protection-face-cold-protection-unisex-three-dimensional-washable-reusable-cycling-windproof-face-mask-breathable-hole-face-mask-face-cover-earflap-3-in-1-g-601099512981876.html,https://img.kwcdn.com/product/open/2022-11-24/1669254397828-b5d71fe848a74cd989789d3126fdacc1-goods.jpeg?imageView2/2/w/500/q/80/format/webp
"Women's Embroidered Mid Calf Western Boots, Faux Leather Fashion Boots, Women's Footwear",27.89,4.7,9301,12K+,Women's Mid Calf Boots,https://www.temu.com/womens-embroidered-mid-calf-western-boots-faux-leather-fashion-boots-womens-footwear-g-601099512483256.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/f48ace04681d6ca6572f96e0bdc589c7.jpg?imageView2/2/w/500/q/80/format/webp
"10 Pairs Cute Cartoon Print Short Socks, Soft & Lightweight Low Cut Ankle Socks, Women's Stockings & Hosiery",4.19,4.7,8944,29K+,,https://www.temu.com/10-pairs-cute-cartoon-print-short-socks-soft-lightweight-low-cut-ankle-socks-womens-stockings-hosiery-g-601099513506390.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/c5046c107040625f723d6ccf9a9de1b5.jpg?imageView2/2/w/500/q/80/format/webp
"Solid Zipper Lapel Biker Jacket, Vintage Faux Leather Long Sleeve Jacket For Fall & Winter, Women's Clothing",21.99,4.6,6389,1.3K+,,https://www.temu.com/solid-zipper-lapel-biker-jacket-vintage-faux-leather-long-sleeve-jacket-for-fall-winter-womens-clothing-g-601099520094354.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/7ffd291a3965fa938a7b4f519c0ca496.jpg?imageView2/2/w/500/q/80/format/webp
"Classic 5-Layers Manual Safety Razor, Shaving Razor ,Shaving Set, Safety Razors For Man And Women, Replacement Stainless Steel Blades, Reusable Blades",2.69,4.6,22550,27K+,,https://www.temu.com/classic-5-layers-manual-safety-razor-shaving-razor-shaving-set-safety-razors-for-man-and-women-replacement-stainless-steel-blades-reusable-blades-g-601099518456250.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/7a2a4ddaff9cba4a578bbbc8995a5ed6.jpg?imageView2/2/w/500/q/80/format/webp
"Girls Hoodie & Pants Set With ""Princess"" Heart Design For Fall Winter New",10.78,4.9,32669,9.8K+,,https://www.temu.com/girls-hoodie-g-601099511915214.html,https://img.kwcdn.com/product/1d14c6c1096/f6161381-f3b1-40ec-986b-3cadd7409852_1339x1785.jpeg?imageView2/2/w/500/q/80/format/webp
"1/3/5pcs Cleaning Gel For Car, Reusable Cleaning Kit For Automotive Dust Car Crevice Cleaner,Auto Air Vent Interior Detail Removal Putty Cleaning Keyboard Cleaner,For Car Vents, PC, Laptops, Cameras",1.29,4.5,8709,100K+,,https://www.temu.com/1-3-5pcs-car-cleaning-soft-glue-car-multi-functional-air-outlet-cleaning-mud-household-keyboard-sticky-ash-artifact-g-601099515245378.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/169d883f32bde23a28c270894f79368a.jpg?imageView2/2/w/500/q/80/format/webp
"Plus Size Casual Sweatshirt, Women's Plus Solid Long Sleeve Slight Stretch Hoodie Sweatshirt With Pockets",15.29,4.7,14167,3.9K+,,https://www.temu.com/plus-size-casual-sweatshirt-womens-plus-solid-long-sleeve-slight-stretch-hoodie-sweatshirt-with-pockets-g-601099518652404.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/94ebb4292d32d8e853dd8c643a7d9f71.jpg?imageView2/2/w/500/q/80/format/webp
"2pcs, Halloween Decorations Porch Banners Welcome Sign, Happy Halloween Door Banners For Home Front Door Yard Farmhouse Garden Outdoor Indoor Holiday Party Decor",5.39,4.7,8312,9.1K+,Outdoor Decor,https://www.temu.com/2pcs-halloween-decorations-porch-banners-welcome-sign-happy-halloween-door-banners-for-home-front-door-yard-farmhouse-garden-outdoor-indoor-holiday-party-decor-g-601099521329750.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/aaaee71e48c9ecb52fd73d71910764b6.jpg?imageView2/2/w/500/q/80/format/webp
"2pcs Magnetic Bead Anklet Bracelet, Black Stone Anklet For Men And Women",2.98,4.6,5224,49K+,Sports & Outdoor Accessories,https://www.temu.com/2pcs-magnetic-weight-loss-healthy-care-anklet-bracelet-for-acupoint-therapy-arthritis-stress-relief-for-men-and-women-g-601099519046950.html,https://img.kwcdn.com/product/open/2023-06-12/1686587530753-d5caf0b09c5945bdbd1655982726a3d3-goods.jpeg?imageView2/2/w/500/q/80/format/webp
"Women's Abstract Color Canvas Shoes, Casual Lace Up Outdoor Shoes, Lightweight Low Top Shoes",14.48,4.7,12050,4.8K+,,https://www.temu.com/womens-abstract-color-canvas-shoes-casual-lace-up-outdoor-shoes-lightweight-low-top-shoes-g-601099520181711.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/69ebcb33ebe730c7a7fe36152caf50c0.jpg?imageView2/2/w/500/q/80/format/webp
"3pcs Y2K Stereoscopic Dense Holes Pattern Bedding Set, Colorful Duvet Cover Set (Without Quilt)",16.63,4.6,36342,27K+,,https://www.temu.com/3pcs-y2k-stereoscopic-dense-holes-pattern-bedding-set-colorful-duvet-cover-set-without-quilt-g-601099512807005.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/2fc7f53dadbb537e76dfab873cb7a087.jpg?imageView2/2/w/500/q/80/format/webp
Men's Casual Multicolor Basic Hooded Sweatshirt,9.87,4.7,20085,16K+,,https://www.temu.com/mens-casual-multicolor-basic-hooded-sweatshirt-g-601099513752405.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/bca4138d977cf6c7c0c325f894ac01dc.jpg?imageView2/2/w/500/q/80/format/webp
"1pc Under Cabinet Light, Wireless Motion Sensor LED Light Bar, Rechargeable Magnetic Night Light, For Corridor Kitchen Cabinet Stairs Hallway Wardrobe Home Room Decoration",2.47,4.6,9733,55K+,,https://www.temu.com/1pc-under-cabinet-light-wireless-motion-sensor-led-light-bar-rechargeable-magnetic-night-light-for-corridor-kitchen-cabinet-stairs-hallway-wardrobe-home-room-decor-g-601099517631169.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/381a8d47616c554b1d1d5e9358b9b03d.jpg?imageView2/2/w/500/q/80/format/webp
"Drawstring Wide Leg Pants, Solid Loose Palazzo Pants, Casual Every Day Pants, Women's Clothing",10.47,4.7,34924,67K+,,https://www.temu.com/drawstring-wide-leg-pants-solid-loose-palazzo-pants-casual-every-day-pants-womens-clothing-g-601099513646378.html,https://img.kwcdn.com/product/open/2023-01-03/1672729913434-437fadccfa4f4aa89fc6831ee728987d-goods.jpeg?imageView2/2/w/500/q/80/format/webp
5pairs/set Unisex Cartoon Anime Novelty Breathable Comfortable Crew Socks For Men And Women For Gifts,6.89,4.9,6262,11K+,,https://www.temu.com/5pairs-set-unisex-cartoon-anime-novelty-breathable-comfortable-crew-socks-for-men-and-women-for-gifts-g-601099514221557.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/67a4a4f8d033db6f65517ca7c057a82c.jpg?imageView2/2/w/500/q/80/format/webp
"Plus Size Sexy Lingerie Dress, Women's Plus Contrast Lace Deep V Neck Split Bodycon Dress",8.97,4.8,7105,5.2K+,Curve Sexy Lingerie & Costumes,https://www.temu.com/plus-size-sexy-lingerie-dress-womens-plus-contrast-lace-deep-v-neck-split-bodycon-dress-g-601099517966355.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/c5f0ec3ed3809a3ccbc75f1060a940ff.jpg?imageView2/2/w/500/q/80/format/webp
"3pcs Fitted Sheet Set, Bedding Set Mattress Protector For Bedroom Guest Room Hotel ( 1*Fitted Sheet + 2*Pillowcase, Without Core)",18.39,4.6,12285,3.5K+,,https://www.temu.com/3pcs-fitted-sheet-set-bedding-set-mattress-protector-for-bedroom-guest-room-hotel-1-fitted-sheet-2-pillowcase-without-core-g-601099517052513.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/56f4789d8eead3df3cf00e0426df3030.jpg?imageView2/2/w/500/q/80/format/webp
"Tie Waist Wide Leg Jumpsuit, Casual Short Sleeve Crew Neck Jumpsuit, Women's Clothing",7.97,4.5,5652,9.7K+,,https://www.temu.com/tie-waist-wide-leg-jumpsuit-casual-short-sleeve-crew-neck-jumpsuit-womens-clothing-g-601099514238457.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/64d1a10164301cc4fbb630392a2b8d69.jpg?imageView2/2/w/500/q/80/format/webp
"Solid V Neck T-shirt, Casual Long Sleeve T-shirt For Spring & Fall, Women's Clothing",8.99,4.5,28641,3.6K+,,https://www.temu.com/solid-v-neck-t-shirt-casual-long-sleeve-t-shirt-for-spring-fall-womens-clothing-g-601099521350603.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/4269d5904249261b089872918232ded2.jpg?imageView2/2/w/500/q/80/format/webp
"Full Printed V Neck Dress, Casual Half Sleeve Midi Dress, Women's Clothing",8.99,4.5,10177,8.6K+,,https://www.temu.com/full-printed-v-neck-dress-casual-half-sleeve-midi-dress-womens-clothing-g-601099519109278.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/ee95ddec0bb708d20ac95f7c8c6f740b.jpg?imageView2/2/w/500/q/80/format/webp
"Elegant Women's High Waist Dress, Fashion Solid Slim Temperament Maxi Dress, Women's Clothing",20.19,4.6,80900,2.6K+,,https://www.temu.com/elegant-womens-high-waist-dress-fashion-solid-slim-temperament-maxi-dress-womens-clothing-g-601099512005340.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/8d5653e3c6bedb0b23ebb235a9be8b4c.jpg?imageView2/2/w/500/q/80/format/webp
"Solid Loose Fit Straight Jeans, Non-Stretch Slash Pockets Baggy Denim Pants, Women's Denim Jeans & Clothing",19.47,4.6,73475,8.5K+,,https://www.temu.com/solid-loose-fit-straight-jeans-non-stretch-slash-pockets-baggy-denim-pants-womens-denim-jeans-clothing-g-601099515401375.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/ec4b0f2f5884d2cdf796d8d8e8cafb08.jpg?imageView2/2/w/500/q/80/format/webp
"Tie Dye Print Fake Button Dress, Casual Sleeveless Backless For Summer, Women's Clothing",10.29,4.7,8228,28K+,,https://www.temu.com/tie-dye-print-fake-button-dress-casual-sleeveless-backless-for-summer-womens-clothing-g-601099517920759.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/d56e8f3afa64870c8caac1a28c6d6213.jpg?imageView2/2/w/500/q/80/format/webp
"Plaid Print Hooded Jacket, Casual Drawstring Long Sleeve Button Front Outerwear For Spring & Fall, Women's Clothing",12.97,4.7,16236,12K+,,https://www.temu.com/plaid-print-hooded-jacket-casual-drawstring-long-sleeve-button-front-outerwear-for-spring-fall-womens-clothing-g-601099514568196.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/ca962da42866cbc0ce4941fca5d69dcd.jpg?imageView2/2/w/500/q/80/format/webp
"Patch Splatter Ripped Jeans, Men's Casual Street Style Distressed Slim Fit High Stretch Denim Pants For Spring Summer",19.43,4.8,8474,6K+,,https://www.temu.com/patch-splatter-ripped-jeans-mens-casual-street-style-distressed-slim-fit-high-stretch-denim-pants-for-spring-summer-g-601099515635379.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/fffce58973aa9495db056ec4c59c9395.jpg?imageView2/2/w/500/q/80/format/webp
"Plus Size Letter Print Long Sleeve Sweatshirt & Sweatpants Set, Women's Plus Casual Slight Stretch 2pcs Set Outfits, Women's Plus Size Two Piece Set",18.26,4.7,49225,4K+,,https://www.temu.com/plus-size-letter-print-long-sleeve-sweatshirt-sweatpants-set-womens-plus-casual-slight-stretch-2pcs-set-outfits-g-601099512426692.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/17dfe1cf1436adeca80bfae89661fbef.jpg?imageView2/2/w/500/q/80/format/webp
Keep Your Pet Safe And Secure With This 1PC Folding Breathable Mesh Dog Gate!,5.98,4.6,23521,14K+,Industrial Hardware,https://www.temu.com/1pc-pet-dog-gate-network-fence-stairs-folding-breathable-mesh-enclosure-dog-fence-child-safety-barrier-pet-playpen-articles-g-601099520786131.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/6b9a5334a81a656529fa6048eaa30832.jpg?imageView2/2/w/500/q/80/format/webp
"Children's Ramp Toy Basketball Track, Children's Fun Track Sliding Tower Rotating Track Ball, Rolling Ball Toy Interesting Baby Puzzle Game Early Education Rolling Ball Toy Children's Toy",2.57,4.5,5440,20K+,Learning & Education,https://www.temu.com/childrens-ramp-toy-basketball-track-childrens-fun-track-sliding-tower-rotating-track-ball-rolling-ball-toy-interesting-baby-puzzle-game-early-education-rolling-ball-toy-childrens-toy-g-601099519180913.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/dbd900511990602d6c537885bdb45e08.jpg?imageView2/2/w/500/q/80/format/webp
Men's Vintage UV400 Protectio Steampunk Polarized Rectangular Sunglasses,6.49,4.7,21925,29K+,Men's Glasses,https://www.temu.com/mens-vintage-uv400-protectio-steampunk-polarized-rectangular-sunglasses-g-601099512894783.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/6b4e21cb1ded5139ad58673690093bba.jpg?imageView2/2/w/500/q/80/format/webp
"Girl's Butterfly Pattern Outfit 2pcs, Hoodie & Sweatpants Set, Glow-in-dark Graphic Kid's Clothes For Spring Fall",12.95,4.8,47122,3.5K+,,https://www.temu.com/girls-butterfly-pattern-outfit-2pcs-hoodie-sweatpants-set-glow-in-dark-graphic-kids-clothes-for-spring-fall-g-601099521594224.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/ea01f80fa2fef6f4f92242dd691e1b56.jpg?imageView2/2/w/500/q/80/format/webp
"Cartoon Bear Print Hoodie, Casual Pocket Long Sleeve Drawstring Hoodies Sweatshirt, Women's Clothing",9.89,4.7,65368,1.5K+,,https://www.temu.com/cartoon-bear-print-hoodie-casual-pocket-long-sleeve-drawstring-hoodies-sweatshirt-womens-clothing-g-601099525008061.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/9af74ef17e78d786771d5aebf31caeff.jpg?imageView2/2/w/500/q/80/format/webp
Women's Blouse V-neck Print Button Long Sleeve Loose Fall Blouse,8.97,4.6,54194,30K+,,https://www.temu.com/womens-blouse-vneck-print-button-long-sleeve-loose-fall-blouse-g-601099511929218.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/c83b8f9c52ae945f78ff8464289d4eec.jpg?imageView2/2/w/500/q/80/format/webp
"Plus Size Casual T-shirt, Women's Plus Leopard Raglan Sleeve Ruffle Trim V Neck Slight Stretch T-shirt",9.76,4.6,25256,28K+,,https://www.temu.com/plus-size-casual-t-shirt-womens-plus-leopard-raglan-sleeve-ruffle-trim-v-neck-slight-stretch-t-shirt-g-601099514569829.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/7a7a56e215d5783e8f411d70ada6a6b0.jpg?imageView2/2/w/500/q/80/format/webp
"Plus Size Casual Top, Women's Plus Waffle Knit Long Sleeve V Neck Medium Stretch Blouse",12.47,4.7,5807,7.2K+,,https://www.temu.com/plus-size-casual-top-womens-plus-waffle-knit-long-sleeve-v-neck-medium-stretch-blouse-g-601099518629211.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/5e6c876a74e0228ea4c3712a1af9f650.jpg?imageView2/2/w/500/q/80/format/webp
"4PCS/Set Damascus Pocket Knife Set - EDC Knife Set for Package Opener, Axe Shape Cleaver & Tiny Knives",7.48,4.7,29683,38K+,Fishing,https://www.temu.com/4pcs-set-damascus-pocket-knife-set-mini-axe-shape-tiny-knife-set-edc-knife-set-tiny-knife-cleaver-for-package-opener-box-cutter-g-601099514328302.html,https://img.kwcdn.com/product/open/2023-02-21/1676986862715-c8ff3b67567441e0b929863e41fe1054-goods.jpeg?imageView2/2/w/500/q/80/format/webp
"Women's Leopard Print Ankle Boots, Retro Chunky Heeled Back Zipper Shoes, Fashion Low Heeled Short Boots",20.97,4.7,13563,2.8K+,,https://www.temu.com/womens-leopard-print-ankle-boots-retro-chunky-heeled-back-zipper-shoes-fashion-low-heeled-short-boots-g-601099518013926.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/b6c6647625b6f9f7fdbc2b2fe2e7b263.jpg?imageView2/2/w/500/q/80/format/webp
"Black Ripped High Waist Skinny Jeans, High Rise Slim Fit Distressed Slash Pockets Denim Pants, Women's Denim Jeans & Clothing",14.79,4.7,9890,7.5K+,,https://www.temu.com/black-ripped-high-waist-skinny-jeans-high-rise-slim-fit-distressed-slash-pockets-denim-pants-womens-denim-jeans-clothing-g-601099514081405.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/768c2ddf3b14de4ab98cbd439a6a93ea.jpg?imageView2/2/w/500/q/80/format/webp
"Boho Spaghetti Ruched Jumpsuit, Casual Sleeveless Long Length Wide Leg Jumpsuit, Women's Clothing",11.97,4.7,34924,100K+,,https://www.temu.com/boho-spaghetti-ruched-jumpsuit-casual-sleeveless-long-length-wide-leg-jumpsuit-womens-clothing-g-601099514521880.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/8ad303ade93d9ec34a5e107ccdccf184.jpg?imageView2/2/w/500/q/80/format/webp
"Women's Comfy Flat Shoes, Fashion Slip On Soft Sole Non Slip Shoes, Casual Walking & Driving Loafers",8.48,4.7,13563,9.7K+,,https://www.temu.com/womens-comfy-flat-shoes-fashion-slip-on-soft-sole-non-slip-shoes-casual-walking-driving-loafers-g-601099515013132.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/9ceeb2addecc0bbc0ec6f309c015482a.jpg?imageView2/2/w/500/q/80/format/webp
"Aztec Print Notched Neck T-shirt, Boho Long Sleeve Ethnic T-shirt, Women's Clothing",6.29,4.7,28232,6.3K+,,https://www.temu.com/aztec-print-notched-neck-t-shirt-boho-long-sleeve-ethnic-t-shirt-womens-clothing-g-601099518443575.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/a7389abe8711d7a0993c28ec767d736d.jpg?imageView2/2/w/500/q/80/format/webp
